Base_F,Base_H,Base_CV_t,Mut_F,Mut_H,Mut_CV_t,Missing_Events_Count,Provider_Reduction_Pct,TRS
15533,1.6476,9.7841,34549,1.3718,173.3677,0,0.00,0.7414
